Expression,Meaning,Reading,Grammar,Additional_meaning,Marqueurs
南米,South America,南米[なんべい],Noun,,jlpt-n2
連合,"union, alliance, combination",連合[れんごう],"Noun, Suru verb, No-adjective",RENGO (Japanese Trade Union Confederation),jlpt-n2
下町,"low-lying part of a city (usu. containing shops, factories, etc.)",下町[したまち],Noun,"Shitamachi (low-lying area of eastern Tokyo near Tokyo Bay, incl. Asakusa, Shitaya, Kanda, Fukugawa, Honjo, Nihonbashi, Kyobashi and surrounds)",jlpt-n2
一応,"more or less, though not quite satisfactorily, after a fashion, pretty much, roughly, so far as it goes",一応[いちおう],"Adverb, No-adjective","tentatively, for the time being; just in case; once",jlpt-n2
大小,"sizes (various), large and small",大小[だいしょう],"Noun, No-adjective","daisho (matched pair of long and short swords); large and small drums; long months and short months; sic bo (Macau dice game), tai sai, dai siu, big and small",jlpt-n2
御免,"your pardon, sorry, no thanks",御免[ごめん],,"not wanting, objecting to, being fed up with, wishing to avoid; permission, leave, dismissal, discharge",jlpt-n2
一旦,once,一旦[いったん],Adverb,"for a short time, briefly, temporarily; one morning",jlpt-n2
麓,"foot (of a mountain or hill), bottom, base",麓[ふもと],Noun,,jlpt-n2
生け花,"ikebana, Japanese art of flower arrangement",生[い]け 花[ばな],Noun,"fresh flower, natural flower",jlpt-n2
欧米,"Europe and America, the West",欧米[おうべい],"Noun, No-adjective",,jlpt-n2
稽古,"practice, practising, training, study",稽古[けいこ],"Noun, Suru verb",,jlpt-n2
隙間,"crevice, crack, gap, opening, clearance",隙間[すきま],Noun,"spare moment, interval, break, pause, spare time; chink (in one's armor, armour), unpreparedness, carelessness",jlpt-n2
瀬戸物,"earthenware, porcelain, china, pottery, crockery",瀬戸物[せともの],Noun,,jlpt-n2
箪笥,"chest of drawers, bureau, cabinet, tansu, dresser",箪笥[たんす],Noun,,jlpt-n2 jlpt-n1
合流,"confluence (of rivers), merge (of traffic), conflux, junction, joining",合流[ごうりゅう],"Noun, Suru verb, No-adjective","union (e.g. of forces), linking up, merging, coming together",jlpt-n2
下る,"to descend, to go down, to come down",下[くだ]る,"Godan verb with ru ending, intransitive verb","to be handed down (of an order, judgment, etc.); to pass (of time); to surrender, to capitulate; to be less than, to be inferior to; to have the runs, to have diarrhea; to pass (in stool), to be discharged from the body; to depreciate oneself, to be humble",jlpt-n2 jlpt-n2
間もなく,"soon, before long, in a short time",間[ま]もなく,Adverb,"lacking time to ..., without time to ...",jlpt-n2 jlpt-n1
耐える,"to bear, to stand, to endure, to put up with",耐[た]える,"Ichidan verb, intransitive verb, Transitive verb","to support, to withstand, to resist, to brave; to be fit for, to be equal to",jlpt-n2 jlpt-n1
少なくとも,at least,少[すく]なくとも,Adverb,,jlpt-n2 jlpt-n1
押さえる,"to pin down, to hold down, to press down",押[お]さえる,"Ichidan verb, Transitive verb","to cover (esp. a part of one's body with one's hand), to clutch (a body part in pain), to press (a body part); to get a hold of, to obtain, to seize, to catch, to arrest; to grasp (a point), to comprehend; to quell, to subdue, to suppress, to repress, to hold back, to check, to curb, to contain",jlpt-n2 jlpt-n1
知り合い,acquaintance,知[し]り 合[あ]い,Noun,,jlpt-n2 jlpt-n1
相変わらず,"as ever, as usual, the same, still",相変[あいか]わらず,"Adverb, No-adjective",,jlpt-n2 jlpt-n1
率直,"frank, candid, straightforward, openhearted, direct, outspoken",率直[そっちょく],"Na-adjective, Noun",,jlpt-n2 jlpt-n1
殴る,"to strike, to hit, to beat, to punch",殴[なぐ]る,"Godan verb with ru ending, Transitive verb",,jlpt-n2 jlpt-n1 jlpt-n2 jlpt-n1
努める,"to endeavor (endeavour), to try, to strive, to make an effort, to exert oneself, to be diligent, to be committed (to doing something)",努[つと]める,"Ichidan verb, Transitive verb",,jlpt-n2
慌てる,"to become confused (disconcerted, disorganized, disorganised), to be flustered, to panic",慌[あわ]てる,"Ichidan verb, intransitive verb","to be in a hurry, to rush",jlpt-n2 jlpt-n1
診る,to examine (medically),診[み]る,"Ichidan verb, Transitive verb",,jlpt-n2
何とも,"quite, really, very, extremely",何[なん]とも,Adverb,"nothing, not a bit, not at all",jlpt-n2 jlpt-n1
稀,"rare, seldom",稀[まれ],Na-adjective,,jlpt-n2
狙う,to aim at,狙[ねら]う,"Godan verb with u ending, Transitive verb","to be after (something), to have an eye on",jlpt-n2
迫る,"to approach, to draw near, to be imminent",迫[せま]る,"Godan verb with ru ending, intransitive verb","to press (someone for something), to urge, to compel",jlpt-n2
浮かべる,"to float, to set afloat, to launch",浮[う]かべる,"Ichidan verb, Transitive verb","to show on one's face (smile, sadness, etc.); to recall, to call to mind, to imagine, to think of",jlpt-n2
預かる,"to look after, to take care of, to keep, to hold on to, to keep in custody",預[あず]かる,"Godan verb with ru ending, Transitive verb","to be put in charge of, to be given responsibility for, to be entrusted with; to withhold (an announcement), to reserve (judgment), to leave undecided; to take upon oneself (to do), to settle (a matter) oneself",jlpt-n2
交代,"alternation, change, relief, relay, shift, substitution (sports, etc.), taking turns",交代[こうたい],"Noun, Suru verb",,jlpt-n2
枯れる,"to wither (of a plant), to be blasted, to die",枯[か]れる,"Ichidan verb, intransitive verb","to mature (of one's personality, abilities, etc.)",jlpt-n2
当たり前,"natural, reasonable, obvious",当[あ]たり 前[まえ],"No-adjective, Na-adjective, Noun","usual, common, ordinary, commonplace, the norm",jlpt-n2 jlpt-n1
外れる,"to be disconnected, to get out of place, to be off, to be out (e.g. of gear)",外[はず]れる,"Ichidan verb, intransitive verb",,jlpt-n2
広げる,"to spread, to extend, to expand, to enlarge, to widen, to broaden",広[ひろ]げる,"Ichidan verb, Transitive verb","to unfold, to open, to unroll, to unwrap; to scatter about, to spread around; to make flourish, to cause to prosper",jlpt-n2
取り消す,"to cancel, to withdraw, to retract, to take back (words, etc.), to revoke",取[と]り 消[け]す,"Godan verb with su ending, Transitive verb",,jlpt-n2
見送る,"to see someone off (at a station, an airport, etc.), to escort (e.g. home)",見送[みおく]る,"Godan verb with ru ending, Transitive verb","to follow something with one's eyes until it is out of sight; to let pass, to pass up (an opportunity etc.), to let a pitch go by (baseball), to watch a batted ball go into the stands; to shelve (a plan, deliberation on a bill, etc.), to postpone; to have someone related or close to you die, to bury someone; to take care of somebody until he dies; to wait and see, to continue (e.g. in legal contexts)",jlpt-n2
伝わる,"to be handed down, to be introduced, to be transmitted, to be circulated, to go along, to walk along",伝[つた]わる,"Godan verb with ru ending, intransitive verb",,jlpt-n2
配る,"to distribute, to hand out, to deliver, to deal out, to serve out",配[くば]る,"Godan verb with ru ending, Transitive verb","to allot, to allocate, to place (staff, soldiers, etc.), to station",jlpt-n2
分かれる,"to branch, to fork, to diverge",分[わ]かれる,"Ichidan verb, intransitive verb","to separate, to split, to divide; to disperse, to scatter",jlpt-n2
売り上げ,"amount sold, sales, proceeds, takings, turnover",売[う]り 上[あ]げ,Noun,,jlpt-n2
刺す,"to pierce, to stab, to prick, to stick, to thrust",刺[さ]す,"Godan verb with su ending, Transitive verb","to sting, to bite; to sew, to stitch, to embroider; to pole (a boat); to catch (with a limed pole); to put (a runner) out, to pick off",jlpt-n2 jlpt-n2
接する,"to touch, to come in contact with, to border on, to adjoin, to be adjacent, to be close",接[せっ]する,"Suru verb - special class, intransitive verb","to receive (e.g. visitor), to attend to, to serve, to take care of, to look after, to deal with, to see; to receive (news), to get, to hear; to encounter, to come across; to be tangent to; to make touch, to bring into contact with, to bring adjacent to, to bring close, to connect",jlpt-n2
属する,"to belong to, to come under, to be affiliated with, to be subject to",属[ぞく]する,"Suru verb - special class, intransitive verb",,jlpt-n2
作成,"drawing up (e.g. legal document, contract, will, etc.), preparing, writing, framing, making, producing, creating, creation",作成[さくせい],"Noun, Suru verb",,jlpt-n2
呼び出す,"to summon, to call (e.g. phone), to convene, to decoy, to lure",呼[よ]び 出[だ]す,"Godan verb with su ending, Transitive verb","to invoke (e.g. subroutine), to call, to open (e.g. a file)",jlpt-n2
積む,"to pile up, to stack",積[つ]む,"Godan verb with mu ending, Transitive verb","to load (car, ship, etc.), to pack; to acquire, to accumulate",jlpt-n2
飢える,"to starve, to be famished, to be hungry",飢[う]える,"Ichidan verb, intransitive verb","to be starved of (e.g. love), to be thirsty for (e.g. knowledge), to be hungry for",jlpt-n2
性質,"nature, property, disposition",性質[せいしつ],Noun,,jlpt-n2
懐かしい,"dear (old), fondly-remembered, beloved, missed, nostalgic",懐[なつ]かしい,I-adjective,,jlpt-n2
話し合い,"discussion, conference",話[はな]し 合[あ]い,"Noun, Suru verb",,jlpt-n2 jlpt-n1
解散,"breaking up (e.g. meeting), dispersing (e.g. crowd)",解散[かいさん],"Noun, Suru verb","dissolving (company, organization, etc.), liquidating, disbanding; dissolving (diet, parliament, etc.)",jlpt-n2
方針,"policy, plan, course, principle, objective",方針[ほうしん],Noun,magnetic needle,jlpt-n2
埋める,to bury (e.g. in the ground),埋[う]める,"Ichidan verb, Transitive verb","to fill up (e.g. audience fills a hall), to cause to be packed; to plug (a gap), to stop (a gap), to bridge (a difference, a gap), to fill (a seat, a vacant position), to fill out; to make up for (a loss, shortage, etc.), to make amends, to compensate for; to put cold water (in a bath); to cover, to scatter something over",jlpt-n2
兼ねる,"to be unable to, to find difficult (unpleasant, awkward, painful) to do",兼[か]ねる,"Suffix, Ichidan verb","to serve two or more functions or roles simultaneously, to contain (or combine) two or more features; to work in two or more jobs simultaneously (positions, etc.), to do alongside; to hesitate to do something (out of consideration for others); to think of the future (as well as the present)",jlpt-n2
建つ,"to be erected, to be built",建[た]つ,"Godan verb with tsu ending, intransitive verb",,jlpt-n2
余計,"too many, too much, excessive, superfluous, superabundant, extra, spare, surplus",余計[よけい],"Na-adjective, Noun","unnecessary, needless, uncalled-for, otiose; abundantly, excessively, needlessly, all the more",jlpt-n2
夫妻,"husband and wife, married couple",夫妻[ふさい],Noun,,jlpt-n2
法則,"law, rule",法則[ほうそく],Noun,,jlpt-n2
生き生き,"in a lively way, vividly, freshly, animatedly, actively, energetically",生[い]き 生[い]き,"Adverb, Adverb taking the 'to' particle, Suru verb",,jlpt-n2
原稿,"manuscript, copy, draft, notes, contribution",原稿[げんこう],Noun,,jlpt-n2
国王,king,国王[こくおう],"Noun, No-adjective",,jlpt-n2
登場,"entry (on stage), appearance (on screen)",登場[とうじょう],"Noun, Suru verb","entrance, introduction (into a market)",jlpt-n2
通知,"notice, notification, report, posting",通知[つうち],"Noun, Suru verb",,jlpt-n2
手続き,"procedure, process, proceedings, formalities",手続[てつづ]き,"Noun, Suru verb",,jlpt-n2
締め切り,"deadline, closing, cut-off, end",締[し]め 切[き]り,Noun,"cofferdam; closed (door, window, etc.)",jlpt-n2 jlpt-n1
本来,"originally, primarily",本来[ほんらい],"Adverbial noun, No-adjective","essentially, intrinsically, naturally, by nature, in (and of) itself; proper, rightful, legal, normal",jlpt-n2
日差し,"sunlight, rays of the sun",日差[ひざ]し,Noun,,jlpt-n2
別荘,"holiday house, vacation home, villa",別荘[べっそう],Noun,"prison, jail",jlpt-n2 jlpt-n2
縛る,"to tie, to bind, to fasten",縛[しば]る,"Godan verb with ru ending, Transitive verb","to restrict (freedom), to tie down (with rules, regulations, etc.), to fetter",jlpt-n2
例外,exception,例外[れいがい],"Noun, No-adjective",,jlpt-n2
一流,"first-class, top grade, foremost, top-notch, leading",一流[いちりゅう],"No-adjective, Noun","characteristic, peculiar, unique; school (e.g. of a performance art); one flag, one banner, one streamer",jlpt-n2
傑作,"masterpiece, best work",傑作[けっさく],"Na-adjective, Noun","amusing blunder, funny mistake, boner",jlpt-n2
動作,"action, movements, motions, bearing, behaviour, behavior, execution, actuation, operation, manners",動作[どうさ],"Noun, Suru verb",,jlpt-n2
集会,"meeting, assembly, gathering, congregation, convention, rally",集会[しゅうかい],"Noun, Suru verb",,jlpt-n2
絞る,"to wring (towel, rag), to squeeze",絞[しぼ]る,"Godan verb with ru ending, Transitive verb","to squeeze (fruit to extract juice), to press, to extract, to milk, to express milk; to rack (one's brains), to strain (one's voice); to extort, to exploit; to chew out, to reprimand severely, to rake over the coals, to give a sound scolding, to tell someone off, to scold, to rebuke; to drill into, to train; to narrow down (one's focus), to whittle down; to gather up (curtain, etc.), to tighten (drawstring); to stop down (lens); to turn down (e.g. radio); to bend (bow), to draw; to hold down, to constrict, to immobilize",jlpt-n2
出張,"official tour, business trip",出張[しゅっちょう],"Noun, Suru verb",,jlpt-n2 jlpt-n2
皮肉,"irony, sarcasm, cynicism, satire",皮肉[ひにく],"Noun, Na-adjective, No-adjective","unexpected, different from what one expected, not as one had planned; (only) surface, something superficial; skin and bone, body",jlpt-n2
以降,"on and after, as from, hereafter, thereafter, since",以降[いこう],"Adverbial noun, Temporal noun",,jlpt-n2
幼児,"young child, toddler",幼児[ようじ],Noun,child over 1 but not yet of school age,jlpt-n2
蚊,mosquito,蚊[か],Noun,,jlpt-n2 jlpt-n2
周辺,"circumference, outskirts, environs, around, in the area of, in the vicinity of",周辺[しゅうへん],Noun,(computer) peripheral,jlpt-n2
低下,"fall, decline, lowering, deterioration, degradation",低下[ていか],"Noun, Suru verb",,jlpt-n2
全身,"whole (body), full-length (e.g. portrait)",全身[ぜんしん],"Noun, No-adjective",systemic,jlpt-n2
仲良し,"intimate friend, close friend, bosom buddy, chum",仲良[なかよ]し,"Noun, Na-adjective",,jlpt-n2
増大,"enlargement, increase",増大[ぞうだい],"Noun, Suru verb",,jlpt-n2
要領,"point, gist, essentials, tenets, outline",要領[ようりょう],Noun,"knack, trick, the ropes",jlpt-n2
不運,"misfortune, bad luck, ill luck, ill fortune",不運[ふうん],"Noun, Na-adjective",,jlpt-n2
狙い,aim,狙[ねら]い,Noun,,jlpt-n2
侵入,"invasion, incursion, raid, aggression, intrusion, trespass, penetration",侵入[しんにゅう],"Noun, Suru verb, No-adjective",,jlpt-n2
食器,tableware,食器[しょっき],Noun,,jlpt-n2
特定,"specific, particular, designated, special",特定[とくてい],No-adjective,"specifying, designating, identifying, pinpointing",jlpt-n2
一定,"fixed, settled, constant, definite, uniform, regularized, regularised, defined, standardized, standardised, certain, prescribed",一定[いってい],"Noun, No-adjective, Suru verb, Na-adjective",,jlpt-n2 jlpt-n1
分類,"classification, categorization, sorting",分類[ぶんるい],"Noun, Suru verb",,jlpt-n2
満点,"perfect score, full marks",満点[まんてん],"Noun, No-adjective","extremely, very, quite",jlpt-n2
地点,"site, point on a map, spot",地点[ちてん],Noun,,jlpt-n2
郵送,"mailing, posting",郵送[ゆうそう],"Noun, Suru verb",,jlpt-n2
公正,"justice, fairness, impartiality",公正[こうせい],"Noun, Na-adjective",,jlpt-n2
手入れ,"care, looking after, repair, maintenance, tending, trimming, grooming",手入[てい]れ,"Noun, Suru verb","(police) raid, crackdown",jlpt-n2
高度,"altitude, height, elevation",高度[こうど],Noun,"high-degree, high-grade, advanced, sophisticated, strong",jlpt-n2
改正,"revision, amendment, alteration",改正[かいせい],"Noun, Suru verb, No-adjective",,jlpt-n2
手ごろ,"moderate, handy, convenient, reasonable",手[て]ごろ,"Na-adjective, Noun",,jlpt-n2
学科,"study subject, course of study",学科[がっか],Noun,"department (university, etc.)",jlpt-n2
小遣い,"pocket money, spending money, pin money, allowance",小遣[こづか]い,Noun,,jlpt-n2
日の出,sunrise,日[ひ]の 出[で],Noun,,jlpt-n2
調整,"adjustment, regulation, coordination, reconciliation, tuning, fixing, tailoring",調整[ちょうせい],"Noun, Suru verb",,jlpt-n2
苦情,"complaint, troubles, objection, grievance",苦情[くじょう],Noun,,jlpt-n2
統計,statistics,統計[とうけい],"Noun, Suru verb, No-adjective",,jlpt-n2
住まい,"dwelling, house, residence, address",住[す]まい,"Noun, Suru verb",,jlpt-n2
