Expression,Meaning,Reading,Grammar,Additional_meaning,Marqueurs
喧しい,"noisy, loud, clamorous, boisterous",喧[やかま]しい,I-adjective,"much talked of, much-discussed, vexed; strict, severe, stern; particular, fussy, fastidious, fault-finding, carping",jlpt-n2 jlpt-n1
引っ掛かる,"to be caught in, to be stuck in",引[ひ]っ 掛[か]かる,"Godan verb with ru ending, intransitive verb","to stop by, to drop in for a short visit, to be delayed, to take time; to get mixed up in (trouble), to get entangled in (a problem), to be involved with; to fall for (a trick), to be deceived, to be cheated; to be on one's mind, to worry one, to be bothered by, to feel uneasy; to be obstructed, to be hindered; to splash",jlpt-n2
空っぽ,"empty, vacant, hollow",空[から]っぽ,"No-adjective, Na-adjective, Noun",,jlpt-n2
混ぜる,"to mix, to stir, to blend",混[ま]ぜる,"Ichidan verb, Transitive verb",,jlpt-n2
遠足,"excursion, outing, trip",遠足[えんそく],"Noun, Suru verb",,jlpt-n2
見下ろす,"to overlook, to command a view of, to look down on",見下[みお]ろす,"Godan verb with su ending, Transitive verb","to despise, to look down on",jlpt-n2
偉い,"great, excellent, admirable, remarkable, distinguished, important, celebrated, famous, eminent",偉[えら]い,I-adjective,"very troublesome, awful, terrible; tiring, tough; very, extremely",jlpt-n2
大人しい,"obedient, docile, quiet",大人[おとな]しい,I-adjective,,jlpt-n2 jlpt-n1
憧れる,"to long for, to yearn after, to admire, to be attracted by",憧[あこが]れる,"Ichidan verb, intransitive verb",,jlpt-n2
巻く,"to wind, to coil, to roll, to wear (e.g. turban, scarf)",巻[ま]く,"Godan verb with ku ending, Transitive verb","to envelope, to shroud; to outflank, to skirt; to link (verse); to move ahead (three hours, etc.), to move up",jlpt-n2
醜い,"ugly, unattractive",醜[みにく]い,I-adjective,"unsightly, unseemly",jlpt-n2
忽ち,"in an instant, in a moment, immediately, right away, at once",忽[た]ち,Adverb,"suddenly, all of a sudden, all at once",jlpt-n2 jlpt-n1
照らす,"to shine on, to illuminate",照[て]らす,"Godan verb with su ending, Transitive verb","to compare (with), to refer to",jlpt-n2
詫びる,"to apologize, to apologise",詫[わ]びる,"Ichidan verb, intransitive verb",,jlpt-n2
覗く,"to peek (through a keyhole, gap, etc.)",覗[のぞ]く,"Godan verb with ku ending, Transitive verb","to look down into (a ravine, etc.); to peek into (a shop, bookstore, etc.); to sneak a look at, to take a quick look at; to peep (through a telescope, microscope, etc.); to stick out (a scarf from a collar, etc.), to peek through (sky through a forest canopy, etc.); to examine (an expression), to study (a face); to face",jlpt-n2
兎も角,"anyhow, anyway, somehow or other, generally speaking, in any case, be that as it may",兎[と]も 角[かく],Adverb,,jlpt-n2 jlpt-n1
剃る,to shave,剃[そ]る,"Godan verb with ru ending, Transitive verb",,jlpt-n2 jlpt-n1
突く,"to prick, to stab",突[つ]く,"Godan verb with ku ending, Transitive verb","to poke, to prod, to push, to thrust, to nudge, to hit, to strike; to use (a cane), to prop oneself up with, to press against (the floor, etc.); to attack; to brave (the rain, etc.)",jlpt-n2
燃やす,to burn,燃[も]やす,"Godan verb with su ending, Transitive verb","to burn with (emotion, feeling), to be fired up",jlpt-n2
裏返す,"to turn inside out, to turn the other way, to turn (something) over",裏返[うらがえ]す,"Godan verb with su ending, Transitive verb",,jlpt-n2
囁く,"to whisper, to murmur",囁[ささや]く,"Godan verb with ku ending, intransitive verb","to rumor, to rumour",jlpt-n2
思いがけない,"unexpected, contrary to expectations, by chance, casual",思[おも]いがけない,I-adjective,,jlpt-n2
厚かましい,"impudent, shameless, brazen",厚[あつ]かましい,I-adjective,,jlpt-n2
突っ込む,"to thrust (something) into (something), to cram, to stuff, to shove",突[つ]っ 込[こ]む,"Godan verb with mu ending, Transitive verb","to plunge into, to charge into, to rush into, to ram into, to crash into; to delve into (a matter), to go into depth, to get to the heart (of something); to press (someone) about, to point out (e.g. an inconsistency), to question sharply, to grill; to get involved with, to meddle in, to poke one's nose into; to riposte, to retort, to quip",jlpt-n2
撒く,"to scatter, to sprinkle, to strew",撒[ま]く,"Godan verb with ku ending, Transitive verb","to distribute (handbills, etc.), to spread (rumours, etc.); to give the slip, to throw off, to shake off, to lose",jlpt-n2
崩す,"to destroy, to demolish, to pull down, to tear down, to level",崩[くず]す,"Godan verb with su ending, Transitive verb","to disturb, to put into disorder, to throw off balance, to make shaky; to relax (one's pose), to make oneself at ease; to break (a bill), to change, to make change; to write in cursive style, to write in running style; to break into a smile, to let off a smile; to lower (a price)",jlpt-n2
鈍い,"dull (e.g. a knife), blunt",鈍[にぶ]い,I-adjective,"thickheaded, obtuse, stupid; dull (sound, color, etc.), dim (light); slow, sluggish, inert, lethargic; insensitive, dull (e.g. reflexes), unperceptive, unfeeling",jlpt-n2
怒鳴る,"to shout (in anger), to yell",怒鳴[どな]る,"Godan verb with ru ending, intransitive verb",,jlpt-n2 jlpt-n1
揃える,"to collect, to gather, to get together, to complete (a collection)",揃[そろ]える,"Ichidan verb, Transitive verb","to arrange, to put in order, to prepare, to get ready; to make uniform, to make even, to match",jlpt-n2
組み立てる,"to assemble, to set up, to construct",組[く]み 立[た]てる,"Ichidan verb, Transitive verb",,jlpt-n2
敷く,"to spread out, to lay out",敷[し]く,Godan verb with ku ending,to take a position; to impose widely (e.g. over a city),jlpt-n2
恋しい,"yearned for, longed for, missed",恋[こい]しい,I-adjective,,jlpt-n2
縫う,"to sew, to stitch",縫[ぬ]う,"Godan verb with u ending, Transitive verb",to weave one's way (e.g. through a crowd),jlpt-n2
独り言,"soliloquy, monologue, speaking to oneself",独[ひと]り 言[ごと],Noun,,jlpt-n2
甘やかす,"to pamper, to spoil",甘[あま]やかす,"Godan verb with su ending, Transitive verb",,jlpt-n2
嗅ぐ,"to sniff, to smell",嗅[か]ぐ,"Godan verb with gu ending, Transitive verb",,jlpt-n2
意地悪,"malicious, ill-tempered, unkind",意地悪[いじわる],"Na-adjective, Noun, Suru verb",,jlpt-n2 jlpt-n2
擦る,"to rub, to scrub, to scrape",擦[こす]る,"Godan verb with ru ending, Transitive verb",,jlpt-n2
真っ青,"deep blue, bright blue",真[ま]っ 青[さお],"Na-adjective, Noun","ghastly pale, pallid, white as a sheet",jlpt-n2
曲げる,"to bend, to crook, to bow, to curve, to curl",曲[ま]げる,"Ichidan verb, Transitive verb","to lean, to tilt, to incline, to slant; to bend (the truth), to distort, to twist, to pervert; to yield (a point), to depart (from a principle), to ignore (what one really thinks); to pawn",jlpt-n2
水平線,horizon (related to sea or lakes),水平線[すいへいせん],Noun,,jlpt-n2
映る,"to be reflected, to harmonize with (harmonise), to come out (photo), to be projected, to be displayed (on a screen)",映[うつ]る,"Godan verb with ru ending, intransitive verb",,jlpt-n2
傾く,"to incline toward, to slant, to lurch, to heel over, to be disposed to, to trend toward, to be prone to",傾[かたむ]く,"Godan verb with ku ending, intransitive verb","to go down (sun), to wane, to sink, to decline",jlpt-n2 jlpt-n1
編む,"to knit, to plait, to braid",編[あ]む,"Godan verb with mu ending, Transitive verb","to compile (anthology, dictionary, etc.), to edit",jlpt-n2 jlpt-n2
済まない,"inexcusable, unjustifiable, unpardonable",済[す]まない,I-adjective,"sorry, remorseful, apologetic, conscience-stricken, contrite; excuse me, (I'm) sorry, thank you",jlpt-n2 jlpt-n1
躓く,"to stumble, to trip",躓[つまず]く,"Godan verb with ku ending, intransitive verb",to fail,jlpt-n2 jlpt-n1
補う,"to compensate for, to supplement",補[おぎな]う,"Godan verb with u ending, Transitive verb",,jlpt-n2
近づける,"to bring near, to bring close, to let go near",近[ちか]づける,"Ichidan verb, Transitive verb","to associate with, to bring (people) together, to let come near (of a person)",jlpt-n2
図々しい,"impudent, shameless, brazen, forward, audacious, cheeky",図々[ずうずう]しい,I-adjective,,jlpt-n2 jlpt-n1
含める,to include (in a group or scope),含[ふく]める,"Ichidan verb, Transitive verb","to instruct, to make one understand; to include (a nuance), to put in (an implication); to put in (someone's) mouth; to permeate with flavor",jlpt-n2
生意気,"impertinent, saucy, cheeky, conceit, audacious, brazen, feisty",生意気[なまいき],"Na-adjective, Noun",,jlpt-n2
爽やか,"fresh, refreshing, invigorating",爽[さわ]やか,"Na-adjective, Noun","clear (e.g. voice), fluent, eloquent",jlpt-n2 jlpt-n1
砕ける,"to break (into pieces), to be broken, to be smashed",砕[くだ]ける,"Ichidan verb, intransitive verb","to collapse, to crumble, to decline, to cool (e.g. enthusiasm), to dampen (e.g. one's will to fight); to become less formal, to throw off reserve, to become affable; to become easy to understand (e.g. a story); to be worried",jlpt-n2
散らかる,"to be in disorder, to lie scattered around",散[ち]らかる,"Godan verb with ru ending, intransitive verb",,jlpt-n2
捕る,"to take, to catch, to capture",捕[と]る,"Godan verb with ru ending, Transitive verb",,jlpt-n2
だらし無い,"slovenly (appearance, work, etc.), sloppy, untidy, undisciplined, careless, loose, slack",だらし 無[な]い,I-adjective,"weak, feeble, weak-willed, gutless",jlpt-n2
承る,"to hear, to be told, to know",承[うけたまわ]る,"Godan verb with ru ending, Transitive verb","to receive (order), to undertake, to comply, to take (a reservation, etc.)",jlpt-n2
返る,"to return, to come back, to go back",返[かえ]る,"Godan verb with ru ending, intransitive verb","to turn over; to become extremely, to become completely",jlpt-n2 jlpt-n1
蒸し暑い,"humid, sultry",蒸[む]し 暑[あつ]い,I-adjective,,jlpt-n2
早速,"at once, immediately, without delay, promptly",早速[さっそく],Adverb,,jlpt-n2
敬う,"to show respect for, to revere, to honour, to honor, to worship, to hold in esteem",敬[うやま]う,"Godan verb with u ending, Transitive verb",,jlpt-n2
焦げる,"to burn, to scorch, to char, to singe",焦[こ]げる,"Ichidan verb, intransitive verb",,jlpt-n2
嵌める,"to insert, to put in (such that there is a snug fit), to button, to put on (something that envelops, e.g. gloves, ring)",嵌[は]める,"Ichidan verb, Transitive verb","to have sex, to fuck; to pigeonhole (into a particular category); to place a ring-shaped object around something (esp. one that restricts freedom, such as handcuffs); to entrap, to set someone up (e.g. frame them for a crime, etc.)",jlpt-n2 jlpt-n1
固まる,"to harden, to solidify",固[かた]まる,"Godan verb with ru ending, intransitive verb","to become firm, to become certain; to gather (together), to assemble, to huddle together",jlpt-n2
這う,"to creep, to crawl",這[は]う,"Godan verb with u ending, intransitive verb",,jlpt-n2
改めて,"another time, again, over again, once again, anew",改[あらた]めて,Adverb,"formally, especially, intentionally, deliberately",jlpt-n2
必需品,"necessities, necessary article, requisite, essentials",必需品[ひつじゅひん],Noun,,jlpt-n2
目覚まし,alarm clock,目覚[めざ]まし,Noun,"waking up, keeping oneself awake; type of candy given to a child after it wakes up from a nap",jlpt-n2
浮く,to float,浮[う]く,"Godan verb with ku ending, intransitive verb","to become merry, to be cheerful; to become loose, to become unsteady; to feel out of it, to be cut off (e.g. from those around you), to feel out of place; to be frivolous, to be uncertain; to have (time, money, etc.) left over, to be saved (e.g. money); to have no basis, to be unreliable",jlpt-n2
下らない,"trivial, trifling, insignificant, not worth bothering with, worthless, useless, good-for-nothing",下[くだ]らない,I-adjective,"stupid, nonsensical, absurd, foolish, silly",jlpt-n2 jlpt-n1
目茶苦茶,"absurd, unreasonable, nonsensical, preposterous, incoherent",目茶苦茶[めちゃくちゃ],"Na-adjective, Noun","extreme, senseless, reckless, wanton; disorderly, chaotic, confused, messy; incredibly, really, so, super",jlpt-n2 jlpt-n1
近寄る,"to approach, to draw near",近寄[ちかよ]る,"Godan verb with ru ending, intransitive verb",,jlpt-n2
青白い,"pale, pallid",青白[あおじろ]い,I-adjective,bluish-white,jlpt-n2
出来上がる,"to be completed, to be finished, to be ready (e.g. to serve or eat)",出来上[できあ]がる,"Godan verb with ru ending, intransitive verb",to be very drunk,jlpt-n2
背負う,to carry on one's back,背負[せお]う,"Godan verb with u ending, Transitive verb","to be burdened with, to take responsibility for; to have (something) in the background, to be in front (of something); to be conceited, to think highly of oneself",jlpt-n2 jlpt-n1
欠伸,"yawn, yawning",欠伸[あくび],Noun,"""kanji """"yawning"""" radical (radical 76)""",jlpt-n2
妥当,"valid, proper, right, appropriate, reasonable",妥当[だとう],"Na-adjective, Noun",,jlpt-n2
言い出す,"to begin to say, to start talking, to broach (a matter), to bring up, to come out with",言[い]い 出[だ]す,"Godan verb with su ending, Transitive verb","to be the first to say, to suggest (doing), to propose",jlpt-n2
険しい,"precipitous, rugged, inaccessible, impregnable, steep",険[けわ]しい,I-adjective,"grim, severe, stern",jlpt-n2
転がる,"to roll, to tumble",転[ころ]がる,"Godan verb with ru ending, intransitive verb","to fall over, to roll over; to lie down; to be scattered about, to be lying around; (of a situation or outcome) to change, to turn out; to come easily, to be common, to fall into one's hands, to grow on trees",jlpt-n2
仮定,"assumption, supposition, hypothesis",仮定[かてい],"Noun, Suru verb",,jlpt-n2
何分,"some, any, (a) little, of some kind, of some sort",何分[なにぶん],"Noun, No-adjective","please; anyway, anyhow, at any rate, after all",jlpt-n2
お早う,good morning,お 早[はよ]う,,,jlpt-n2 jlpt-n1
引き返す,"to turn back, to go back, to come back, to return, to retrace one's steps",引[ひ]き 返[かえ]す,"Godan verb with su ending, Transitive verb",,jlpt-n2
行き成り,"abruptly, suddenly, all of a sudden, without warning",行[い]き 成[な]り,"Adverb, No-adjective",,jlpt-n2 jlpt-n1
各地,"every place, various places",各地[かくち],"Noun, No-adjective",,jlpt-n2
姪,niece,姪[めい],Noun,,jlpt-n2
儲かる,"to be profitable, to yield a profit",儲[もう]かる,"Godan verb with ru ending, intransitive verb",,jlpt-n2
裂く,"to tear, to rip up",裂[さ]く,"Godan verb with ku ending, Transitive verb","to cut up, to cleave, to cut open (esp. the abdomen); to forcibly separate (e.g. two lovers); to spare (time, money, etc.), to use part of something; to have a tattoo in the corner of one's eye",jlpt-n2
睨む,"to glare at, to scowl at, to glower at",睨[にら]む,"Godan verb with mu ending, Transitive verb","to stare intensely at, to examine carefully; to estimate, to guess, to suspect, to judge; to keep an eye on someone (e.g. a suspicious or untrustworthy person), to watch; to take account of, to take into consideration",jlpt-n2
先ほど,"some time ago, not long ago, just now",先[さき]ほど,"Adverbial noun, Temporal noun",,jlpt-n2
重なる,"to be piled up, to lie on top of one another",重[かさ]なる,"Godan verb with ru ending, intransitive verb","to come one after another, to happen over and over, to pile up (e.g. stress), to accumulate; to overlap (each other), to occur at the same time, to happen simultaneously",jlpt-n2
呉れ呉れも,"sincerely, earnestly",呉[く]れ 呉[ぐ]れも,Adverb,"repeatedly, over and over, again and again",jlpt-n2 jlpt-n1
照る,to shine,照[て]る,"Godan verb with ru ending, intransitive verb","to look slightly upward (of a noh mask; indicating joy, etc.)",jlpt-n2
畳む,"to fold (clothes, umbrella)",畳[たた]む,"Godan verb with mu ending, Transitive verb","to close (a shop, business); to vacate",jlpt-n2
恐縮,"feeling obliged, being grateful, being thankful, being sorry, being ashamed",恐縮[きょうしゅく],"Noun, Suru verb, Na-adjective",shrinking back in fear,jlpt-n2
教わる,"to be taught (by), to learn from",教[おそ]わる,"Godan verb with ru ending, intransitive verb",,jlpt-n2
澄む,"to become clear (water, air, etc.), to become transparent",澄[す]む,"Godan verb with mu ending, intransitive verb","to resonate clearly (e.g. voice); to become serene, to become tranquil, to be free of worries; to pronounce as an unvoiced sound",jlpt-n2
宛名,"(addressee's) name, (recipient's) name and address",宛名[あてな],Noun,,jlpt-n2
痒い,itchy,痒[かゆ]い,I-adjective,,jlpt-n2 jlpt-n1
但し,"but, however, provided that",但[ただ]し,Conjunction,,jlpt-n2
跳ねる,"to jump, to leap, to prance, to spring up, to bound, to hop",跳[は]ねる,"Ichidan verb, intransitive verb","to break up, to close, to come to an end; to hit (e.g. to have a car hit something or someone)",jlpt-n2
逃がす,"to set free, to let go, to release",逃[に]がす,"Godan verb with su ending, Transitive verb","to miss (e.g. a chance), to lose, to let get away, to fail to catch",jlpt-n2
落第,"failure (in an examination), failing to advance (to the next year)",落第[らくだい],"Noun, Suru verb","falling short of the standard, not making the grade",jlpt-n2
静まる,"to become quiet, to quiet down, to quieten down",静[しず]まる,"Godan verb with ru ending, intransitive verb","to calm down, to die down, to subside, to abate, to be suppressed",jlpt-n2
湿る,"to become damp, to become moist, to become wet",湿[しめ]る,"Godan verb with ru ending, intransitive verb","to lack energy, to be in a slump, to be in low spirits, to feel depressed",jlpt-n2
災難,"calamity, misfortune, disaster",災難[さいなん],Noun,,jlpt-n2
揃う,"to be complete, to be all present, to make a full set, to be satisfied (of conditions)",揃[そろ]う,"Godan verb with u ending, intransitive verb","to be equal, to be uniform, to be even, to match, to agree; to gather, to assemble, to be collected",jlpt-n2
羊毛,wool,羊毛[ようもう],"Noun, No-adjective",,jlpt-n2
脱線,derailment,脱線[だっせん],"Noun, Suru verb","digression, deviation",jlpt-n2
実る,"to bear fruit, to ripen",実[みの]る,"Godan verb with ru ending, intransitive verb",,jlpt-n2
溜める,"to amass, to accumulate, to store",溜[た]める,"Ichidan verb, Transitive verb",to leave unpaid,jlpt-n2
乾かす,"to dry (clothes, etc.), to desiccate",乾[かわ]かす,"Godan verb with su ending, Transitive verb",,jlpt-n2
受け持つ,to take (be in) charge of,受[う]け 持[も]つ,"Godan verb with tsu ending, Transitive verb",,jlpt-n2
何となく,"somehow or other, for some reason or another, without knowing why",何[なん]となく,Adverb,,jlpt-n2 jlpt-n1
目眩,"dizziness, giddiness, vertigo",目眩[めまい],"Noun, Suru verb, No-adjective",,jlpt-n2 jlpt-n1
威張る,"to put on airs, to act big, to throw one's weight about, to be overbearing, to be domineering, to be bossy, to be pushy, to be proud, to be haughty, to be arrogant, to swagger, to boast, to brag",威張[いば]る,"Godan verb with ru ending, intransitive verb",,jlpt-n2
元々,"originally, by nature, from the start",元々[もともと],"Adverb, No-adjective",,jlpt-n2
お休み,"holiday, day off, absence",お 休[やす]み,Noun,"sleep, rest; Good night",jlpt-n2 jlpt-n1
溶け込む,"to melt into, to dissolve into, to merge into",溶[と]け 込[こ]む,"Godan verb with mu ending, intransitive verb","to blend into (surroundings), to fit in, to adapt to, to integrate",jlpt-n2
ご無沙汰,"not writing or contacting for a while, neglecting (failing) to write (call, visit, etc.), long silence",ご 無沙汰[ぶさた],"Noun, Suru verb",,jlpt-n2 jlpt-n1
いつの間にか,"before one knows, before one becomes aware of, unnoticed, unawares",いつの 間[ま]にか,Adverb,,jlpt-n2 jlpt-n1
謎々,"riddle, puzzle, enigma",謎々[なぞなぞ],Noun,,jlpt-n2
耕す,"to till, to plow, to plough, to cultivate",耕[たがや]す,"Godan verb with su ending, Transitive verb",,jlpt-n2
通用,"popular use, circulation",通用[つうよう],"Noun, Suru verb","to pass as, to pass for",jlpt-n2
打ち合わせ,"advance arrangements, preparatory meeting, briefing session",打[う]ち 合[あ]わせ,"Noun, Suru verb","overlap (of a coat, etc.); making something match exactly",jlpt-n2 jlpt-n1
担ぐ,"to shoulder, to carry on one's shoulder",担[かつ]ぐ,"Godan verb with gu ending, Transitive verb","to nominate for a position, to choose as a representative; to take (someone) for a ride, to deceive, to take in; to be caught up in superstition",jlpt-n2
思い込む,"to be under impression that, to be convinced that, to imagine that, to set one's heart on, to be bent on",思[おも]い 込[こ]む,"Godan verb with mu ending, intransitive verb",,jlpt-n2
目上,"superior, superiors, senior",目上[めうえ],Noun,,jlpt-n2
愈々,"more and more, all the more, increasingly",愈々[いよいよ],Adverb,"at last, finally, beyond doubt; (at the) last moment, worst possible time",jlpt-n2 jlpt-n1
惜しい,"regrettable, disappointing, unfortunate",惜[お]しい,I-adjective,"precious, dear, valuable; too good for, deserving better; almost (but not quite), close (but no cigar)",jlpt-n2
若しかしたら,"perhaps, maybe, perchance, by some chance, by any chance",若[も]しかしたら,"Expression, Adverb",,jlpt-n2 jlpt-n1
掃く,"to sweep, to brush, to clean",掃[は]く,"Godan verb with ku ending, Transitive verb",to gather silkworms,jlpt-n2
騒々しい,"noisy, loud, boisterous, clamorous, raucous",騒々[そうぞう]しい,I-adjective,"turbulent, unsettled, restless",jlpt-n2
ため息,sigh,ため 息[いき],Noun,,jlpt-n2
信ずる,"to believe, to believe in, to place trust in, to confide in, to have faith in",信[しん]ずる,"Ichidan verb - zuru verb (alternative form of -jiru verbs), Transitive verb",,jlpt-n2
真似る,"to mimic, to imitate",真似[まね]る,"Ichidan verb, Transitive verb",,jlpt-n2
下品,"vulgar, indecent, coarse, crude",下品[げひん],"Na-adjective, Noun",,jlpt-n2
引力,"attraction (e.g. magnetic, gravitation), affinity, gravitational pull",引力[いんりょく],Noun,"attractiveness, magnetism",jlpt-n2
速達,"express, special delivery",速達[そくたつ],"Noun, Suru verb",,jlpt-n2 jlpt-n2
塩辛い,"salty (taste), briny",塩辛[しおから]い,I-adjective,,jlpt-n2
出鱈目,"nonsense, irresponsible remark, codswallop, hogwash, rubbish",出鱈目[でたらめ],"Noun, Na-adjective","random, haphazard, unsystematic",jlpt-n2 jlpt-n1
更ける,"to get late, to advance, to wear on",更[ふ]ける,"Ichidan verb, intransitive verb",,jlpt-n2
熱する,"to heat, to heat up",熱[ねっ]する,Suru verb - special class,,jlpt-n2
交ざる,"to be mixed, to be blended with, to associate with, to mingle with, to join",交[ま]ざる,"Godan verb with ru ending, intransitive verb",,jlpt-n2
護謨,"gum, rubber",護謨[ゴム],Noun,eraser; condom,jlpt-n2
巫山戯る,"to joke, to jest, to kid, to josh",巫山戯[ふざけ]る,"Ichidan verb, intransitive verb","to make fun of, to laugh at, to play a prank; to romp, to gambol, to frolic, to frisk, to mess around, to fool around, to screw around; to neck, to make out",jlpt-n2 jlpt-n1
重たい,"heavy, weighty",重[おも]たい,I-adjective,"heavy (feeling, atmosphere, etc.), serious, gloomy, depressing",jlpt-n2
溶かす,to dissolve,溶[と]かす,"Godan verb with su ending, Transitive verb",to melt,jlpt-n2
整う,"to be ready, to be prepared, to be arranged",整[ととの]う,"Godan verb with u ending, intransitive verb","to be in order, to be put in order, to be well-ordered, to be well-proportioned, to be harmonious; to be adjusted, to be regulated, to be refined (e.g. of a face); to be settled (e.g. treaty, contract), to be completed",jlpt-n2
因る,"to be due to, to be caused by",因[よ]る,"Godan verb with ru ending, intransitive verb","to depend on, to turn on; to be based on, to come from; to be based at (a location, an organization), to be headquartered at",jlpt-n2
濡らす,"to wet, to moisten, to dampen, to soak, to dip",濡[ぬ]らす,"Godan verb with su ending, Transitive verb",,jlpt-n2
探る,"to feel around for, to fumble for, to grope for, to search for, to look for",探[さぐ]る,"Godan verb with ru ending, Transitive verb","to investigate, to probe into, to spy on, to sound out; to explore (parts unknown), to enjoy (natural beauty)",jlpt-n2
短所,"defect, demerit, weak point, disadvantage",短所[たんしょ],Noun,,jlpt-n2
着せる,to put clothes on (someone),着[き]せる,"Ichidan verb, Transitive verb","to plate, to gild, to veneer; to accuse (of some crime), to give (a bad name)",jlpt-n2
戸棚,"cupboard, locker, closet, wardrobe, cabinet",戸棚[とだな],Noun,,jlpt-n2
広める,"to spread, to propagate, to popularize, to disseminate",広[ひろ]める,"Ichidan verb, Transitive verb","to broaden, to extend, to widen, to enlarge",jlpt-n2
御洒落,"smartly dressed, stylish, fashion-conscious",御洒落[おしゃれ],"Na-adjective, No-adjective","someone smartly dressed; to dress up, to be fashionable",jlpt-n2 jlpt-n1
纏まる,"to find resolution, to be settled, to be agreed on, to be completed",纏[まと]まる,"Godan verb with ru ending, intransitive verb","to be collected, to be assembled, to be brought together; to be well arranged, to be in order, to be unified, to take shape, to be coherent",jlpt-n2
散らかす,"to scatter around, to leave untidy",散[ち]らかす,"Godan verb with su ending, Transitive verb",,jlpt-n2
茂る,"to grow thickly, to be in full leaf, to be rampant, to luxuriate, to be luxurious",茂[しげ]る,"Godan verb with ru ending, intransitive verb",,jlpt-n2
取り入れる,"to harvest, to reap",取[と]り 入[い]れる,"Ichidan verb, Transitive verb","to take in, to gather in; to adopt (e.g. idea), to accept (e.g. advice), to introduce, to borrow (e.g. word)",jlpt-n2
縮む,"to shrink, to contract, to diminish (in size)",縮[ちぢ]む,"Godan verb with mu ending, intransitive verb",,jlpt-n2
末っ子,youngest child,末[すえ]っ 子[こ],Noun,,jlpt-n2
汲む,"to draw (water), to ladle, to dip up, to scoop up, to pump",汲[く]む,"Godan verb with mu ending, Transitive verb","to pour (into a cup), to drink (together); to consider (feelings, the situation, etc.), to sympathize with, to intuit, to understand; to draw upon, to inherit",jlpt-n2
当てはめる,"to apply, to adapt",当[あ]てはめる,"Ichidan verb, Transitive verb",,jlpt-n2 jlpt-n1
針金,wire,針金[はりがね],"Noun, No-adjective",,jlpt-n2
酔っ払い,drunkard,酔[よ]っ 払[ぱら]い,Noun,,jlpt-n2
偶数,even number,偶数[ぐうすう],"Noun, No-adjective",,jlpt-n2
凍える,"to freeze (of one's body), to be frozen, to become numb (with cold), to be chilled",凍[こご]える,"Ichidan verb, intransitive verb",,jlpt-n2
見っともない,"shameful, disgraceful, indecent, unseemly, unbecoming, improper",見[み]っともない,I-adjective,,jlpt-n2 jlpt-n1
糊,"paste, glue",糊[のり],Noun,clothing starch,jlpt-n2
売り切れ,sold-out,売[う]り 切[き]れ,"No-adjective, Noun",,jlpt-n2
釣り合う,"to balance, to be in harmony, to be in equilibrium",釣[つ]り 合[あ]う,"Godan verb with u ending, intransitive verb","to suit, to go well together, to be a good match",jlpt-n2
湧く,"to well (up), to gush forth (of water), to spring out, to surge",湧[わ]く,"Godan verb with ku ending, intransitive verb","to appear (esp. suddenly) (sweat, tears, etc.); to feel emotions form (joy, bravery, etc.); to hatch (esp. of parasitic insects, etc.)",jlpt-n2
煮える,"to be boiled, to be cooked",煮[に]える,"Ichidan verb, intransitive verb",,jlpt-n2
売り切れる,to be sold out,売[う]り 切[き]れる,"Ichidan verb, intransitive verb",,jlpt-n2
剥く,"to peel, to skin, to pare, to hull, to bare (e.g. fangs), to open wide (e.g. eyes)",剥[む]く,"Godan verb with ku ending, Transitive verb",,jlpt-n2
被せる,"to cover (with something), to put on (e.g. on someone else's head), to plate something (with a metal), to pour or dash a liquid (on something), to charge (a person with a guilt)",被[かぶ]せる,"Ichidan verb, Transitive verb",,jlpt-n2
錆びる,"to rust, to become rusty",錆[さ]びる,"Ichidan verb, intransitive verb",,jlpt-n2
始終,"continuously, from beginning to end, from first to last",始終[しじゅう],"Adverb, Noun",,jlpt-n2
毎度,"each time, always, often",毎度[まいど],"Adverbial noun, Temporal noun",thank you for your continued patronage,jlpt-n2
治める,"to govern, to manage",治[おさ]める,"Ichidan verb, Transitive verb",to subdue,jlpt-n2
夕立,(sudden) evening shower (rain),夕立[ゆうだち],Noun,,jlpt-n2
流石,as one would expect,流石[さすが],"Na-adjective, Adverb, No-adjective","""still, all the same; even... (e.g. """"even a genius..."""")""",jlpt-n2
眩しい,"dazzling, radiant",眩[まぶ]しい,I-adjective,,jlpt-n2 jlpt-n1
拵える,"to make, to manufacture",拵[こしら]える,"Ichidan verb, Transitive verb",,jlpt-n2 jlpt-n1
瞼,eyelid,瞼[まぶた],Noun,,jlpt-n2 jlpt-n1
凸凹,"unevenness, roughness, ruggedness, bumpiness",凸凹[でこぼこ],"Noun, No-adjective, Na-adjective, Suru verb","inequality, imbalance, unevenness, difference",jlpt-n2
荒い,"rough, wild, violent, rude, coarse, harsh, fierce, heavy (e.g. breathing)",荒[あら]い,I-adjective,"immoderate, extravagant, reckless",jlpt-n2
帰す,"to send (someone) back, to send (someone) home",帰[かえ]す,"Godan verb with su ending, Transitive verb",,jlpt-n2
お手伝いさん,maid,お 手伝[てつだ]いさん,Noun,,jlpt-n2
引っ込む,"to draw back, to sink, to cave in",引[ひ]っ 込[こ]む,"Godan verb with mu ending, intransitive verb","to be set back (e.g. from a road); to withdraw (e.g. from the public eye), to retire to (somewhere), to stay indoors, to butt out, to stay out of it",jlpt-n2
